firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Aspen Aerogels Inc,20140613,ASPN,04523Y105,14715,23000000,0,2001,0
Aspen Technology,19941025,AZPN,45327103,80957,6766814,0,1981,0
Aspreva Pharmaceuticals Corp,20050303,ASPV,04538T109,90632,34028378,0,2001,0
Asset Acceptance Corp,20040204,AACC,04543P100,90020,38275275,0,1962,0
Associated Materials Inc,19980226,SIDE,45709102,85847,8334900,1,1986,0
Assurant Inc,20040204,AIZ,04621X108,90038,154268106,0,1978,0
AST RESEARCH,19841220,ASTA,190710,85041,9886000,0,1980,0
Astec Industries,19860618,ASTE,46224101,10382,2871570,0,1972,0
"ASTRO-MED, INC.",19830525,ASDI,4638210,15422,1935000,0,1971,0
Astropower Inc,19980212,APWR,04644A101,85802,8052345,0,1983,0
ASV,19940811,ASVI,1963107,80798,3111766,0,1983,0
Asyst Technologies,19930922,ASYT,04648X107,79568,3308515,0,1984,0
At Home Corp,19970711,ATHM,45919107,85160,117520996,1,1995,0
ATA Inc,20080128,ATA,00211V106,92520,43378710,1,1999,0
Atara Biotherapeutics Inc,20141016,ATRA,46513107,14991,19403128,0,2012,0
Atari,19861107,ATC,46515102,70375,28362350,0,1972,0
Atchison Casting,19931004,ACCX,46613105,79674,5993282,1,1991,0
ATG Inc,19980507,ATGC,00206P106,86049,13415896,0,1976,0
Athena Neurosciences,19911107,ATHN,46854105,77089,14183890,0,1986,0
athenahealth Inc,20070919,ATHN,04685W103,92296,31600399,0,1997,0
AtheroGenics Inc,20000809,AGIX,47439104,88498,7300000,0,1993,0
Atheros Communications Inc,20040211,ATHR,04743P108,90022,46801734,0,1998,0
ATI Medical,19860520,ATIM,2075109,10287,5100000,0,1982,0
Atlantic Pharmaceuticals,19951214,ATLC,48785208,82670,2441152,0,1993,0
ATLANTIC RESEARCH,19790607,ATRC,4881610,15676,1439006,0,1968,.
Atlas Air,19950810,ATLS,49164106,82157,19000000,0,1992,0
Atmel,19910319,ATML,49513104,76584,14505948,0,1984,0
ATN,19860618,ATNN,2079101,10385,4886917,0,1984,0
Atomera Inc,20160805,ATMR,04965B100,16250,11323226,0,2001,0
Atossa Genetics Inc,20121107,ATOS,04962H100,13693,12919367,0,2009,0
ATP Oil & Gas Corp,20010205,ATPG,00208J10,88906,20286000,0,1991,0
Atria Software,19940513,ATSW,04962G102,80508,6706012,0,1990,0
AtriCure Inc,20050805,ATRC,04963C20,90856,11901530,0,2000,0
aTyr Pharma Inc,20150507,LIFE,2120103,15378,22549730,0,2005,0
Audible Inc,19990716,ADBL,05069A10,87051,25003000,0,1995,0
Audience Inc,20120509,ADNC,05070J102,13402,20184285,0,2000,0
AudioCodes Ltd,19990528,AUDC,M15342104,86929,17515000,0,1993,0
AudioScience,19910611,AUDS,50748102,76884,3465901,0,1988,0
Audiovox,19870529,VOX,50757103,75033,9007242,1,1965,0
August Technology Corp,20000614,AUGT,05106U105,88324,13051000,0,1992,0
"AULT, INC.",19830825,AULT,5150310,15748,1810000,0,1961,0
Aurora Biosciences Corp,19970619,ABSC,51920106,84997,16849948,0,1995,0
Aurum Software,19961029,AURM,05208A106,84054,11129777,0,1991,0
Auspex Pharmaceuticals,20140205,ASPX,05211J102,14448,22526538,0,2001,0
Auspex Systems,19930511,ASPX,52116100,79152,22806304,0,1987,0
AuthenTec Inc,20070626,AUTH,52660107,92087,26000148,0,1998,0
Authentic Fitness,19920625,ASM,52661105,77705,8571066,0,1986,0
AUTO-TROL TECHNOLOGY,19790124,ATTC,5275410,15820,2597680,0,1962,.
Autobytel.com Inc,19990326,ABTL,05275N106,86763,12006455,0,1995,0
AutoCam,19911029,ACAM,52907102,77021,2796300,0,1988,0
AUTOCLAVE ENGINEERS,19810305,ACLV,5276010,15828,2854000,0,1946,0
AutoCyte Inc,19970905,ACYT,52768108,85351,12261000,0,1996,0
Autodesk,19850628,ACAD,5276900,85631,6241904,0,1982,0
Autodie,19851112,ADIE,5277000,85650,5000000,0,1963,0
AutoImmune,19930120,AIMM,52776101,78812,10106568,0,1988,0
AUTOMATED SYSTEMS,19841120,ASII,5288710,85666,3453000,0,1969,0
AUTOMATIX INCORPORATED,19830301,AITX,5327110,15932,10723000,0,1980,0
Automedix Sciences,19870325,AMED,53280202,11205,6000000,0,1978,0
Automotive Industries,19880728,AUIN,53291100,12127,4698500,0,1961,0
Autonomous Technologies,19960501,ATCI,05329H105,83473,3744757,0,1985,0
AutoZone,19910401,AZO,53332102,76605,33531400,0,1979,0
Avago Technologies Ltd,20090805,AVGO,Y0486S10,93002,235900000,0,1961,0
Avalon Pharmaceuticals Inc,20050929,AVRX,05346P106,90894,8404958,0,1999,0
Avanex Corp,20000203,AVNX,05348W109,87588,64189000,0,1997,0
AVANT-GARDE,19830630,AVGA,5348810,16003,3354000,0,1978,0
AVANTEK,19781116,AVAK,5349210,16011,1775118,0,1965,.
AvantGo Inc,20000926,AVGO,05349M100,88618,33300000,0,1997,0
Avecor Cardiovascular,19920326,AVEC,53547105,77441,6005100,0,1977,0
AVEO Pharmaceuticals Inc,20100311,AVEO,5358810,93301,29644831,0,2001,0
Avici Systems Inc,20000727,AVCI,05367L109,88423,46000000,0,1996,0
Avid Technology,19930311,AVID,05367P100,78955,9422591,0,1987,0
Avigen,19960522,AVGN,53690103,83475,7028395,0,1992,0
Avinger Inc,20150130,AVGR,53734109,15172,9845190,0,2007,0
Aviron,19961105,AVIR,53762100,84192,11154490,0,1992,0
Avistar Communications Corp,20000817,AVSR,05379X208,88503,25066772,0,1993,0
Avitar,19910722,AVIT,53794103,76886,12550000,0,1986,0
Avondale Industries,19880330,AVDL,54350103,10360,13915347,0,1938,0
AVX,19950814,AVX,2444107,81912,88000000,0,1972,0
Aware,19960809,AWRE,05453N100,83844,20769701,0,1986,0
Axalta Coating Systems Ltd,20141112,AXTA,G0750C108,15053,234069356,0,1866,0
Axcelis Technologies Inc,20000710,ACLS,54540109,88417,115200000,0,1980,0
AXENT Technologies,19960423,AXNT,05459C108,83358,9954058,0,1991,0
Axiom Inc,19970708,AXIM,54603105,85162,6076900,0,1967,0
Axlon,19860821,AXLN,54613104,10599,3225000,0,1980,0
Axovant Sciences Ltd,20150611,AXON,G0750W10,15486,99150000,0,2014,0
Axsome Therapeutics Inc,20151119,AXSM,05464T104,15831,19137144,0,2012,0
Bachman Information Sys Inc,19911126,BACH,56359102,77091,7688847,0,1983,0
BackWeb Technologies Ltd,19990607,BWEB,M1563310,86954,9355901,0,1995,0
Bacou USA,19960327,BACU,56439102,83238,13490725,0,1993,0
Baidu.com Inc,20050805,BIDU,56752108,90857,32318593,0,2000,0
Bakers Footwear Group Inc,20040204,BKRS,57465106,90024,5371473,0,1926,0
BALDOR,19760115,BEZ,5774110,58755,1952381,1,1920,.
Baldwin Piano & Organ,19861008,BPAO,58246109,10745,4079500,0,1900,0
Baldwin Technology,19870115,BLD,58264102,71538,3000000,1,1918,0
BALLARD MEDICAL,19830822,BMED,58566 10,16460,2145000,0,1978,0
Ballistivet,19910430,BVET,58662107,76895,4526488,0,1983,0
BANCTEC,19800820,BTEC,5978410,16564,2782000,0,1977,0
Bank of the Ozarks,19970717,OZRK,63904106,85198,3579800,0,1981,0
Bankers,19900316,BKCO,66120106,76105,4700000,0,1900,0
Banyan Systems,19920806,BNYN,66908104,77837,15208728,0,1983,0
Bare Escentuals Inc,20060928,BARE,67511105,91462,87028093,0,1976,0
Barefoot,19911023,BARE,67512103,77022,7089440,0,1975,0
Barnes & Noble,19930927,BKS,67774109,79667,28986527,0,1986,0
barnesandnoble.com inc,19990525,BNBN,67846105,86930,140000000,0,1997,0
Barnett,19960329,BNTT,68062108,83241,13077844,0,1914,0
BARON DATA SYSTEMS,19830713,BDSY,6828110,16970,2022000,0,1976,0
Barra,19911001,BARZ,68313105,77204,7997000,0,1975,0
Barracuda Networks,20131106,CUDA,68323104,14271,50019343,0,2003,0
Barrier Therapeutics Inc,20040428,BTRX,06850R108,90122,21792260,0,2001,0
BARTON VALVE,19810602,BART,6957610,17014,1866000,0,1961,0
Basic Energy Services,20051208,BAS,06985P10,91040,-9,0,1992,0
Basin Water Inc,20060511,BWTR,07011T306,91268,18677672,0,1999,0
BATS Global Markets Inc,20160415,BATS,05491G109,10000,87699410,0,2005,0
Bazaarvoice Inc,20120223,BV,73271108,13261,56856168,0,2005,0
BDM INTERNATIONAL,19801003,BMDI,5537810,63896,1988000,0,1979,0
BDM International,19950628,BDMI,05537W209,81684,11975656,0,1959,0
Be Free Inc,19991103,BFRE,73308108,87376,27248261,0,1996,0
Be Inc,19990720,BEOS,73309106,87101,33645000,0,1990,0
BEA Systems Inc,19970410,BEAS,73325102,84721,53982960,0,1995,1
Beacon Power Corp,20001116,BCON,73677106,88791,38600000,0,1997,0
Bear Automotive Service Equip,19860522,BEAR,73786105,10288,5804854,0,1980,0
BEAR CREEK,19761216,BCRK,7379910,17292,1900000,0,1972,.
BeautiControl Cosmetics,19860306,BUTI,74655101,10087,3937500,0,1981,0
Beckman Instruments,19881104,BEC,75816108,75383,29400000,0,1934,0
Bed Bath & Beyond,19920604,BBBY,75896100,77659,16875008,0,1971,0
BEDFORD COMPUTER,19810728,BEDF,7603710,17356,1403000,0,1975,0
BEI Electronics,19890713,BEII,5.54E+112,75801,6659192,0,1974,0
BeiGene Ltd,20160203,BGNE,07725L102,15936,116087428,1,2010,0
BEL FUSE,19831206,BELF,7734710,17444,2363000,0,1949,0
Belden,19930929,BWC,77459105,79668,26000000,0,1902,0
Bell & Howell,19950501,BHW,7790510,81653,18333391,0,1907,0
Bell Canada International Inc,19970929,BCICF,77914109,85355,62429112,0,1988,0
BELL PETROLEUM,19810813,BPSI,7814410,17516,2231000,0,1969,0
Bell Sports,19920409,BSPT,77903102,77508,5751346,0,1954,0
Bellicum Pharmaceuticals Inc,20141218,BLCM,79481107,15125,25849571,0,2004,0
BELLWETHER,19801218,BELW,7989510,17559,2924000,0,1980,0
Belmac,19880202,BEMC,80055106,10574,3630024,0,1974,0
Belvedere,19870128,BLV,81178105,71554,5812654,0,1986,0
Benchmark Electronics,19900628,BEI,08160H101,76224,3190000,0,1979,0
Benchmarq Microelectronics,19951201,BMRQ,81603102,82673,6422783,0,1989,0
Benefitfocus Inc,20130917,BNFT,08180D106,14149,24312049,0,2000,0
Berg Electronics,19960301,BEI,08372L106,83191,20791683,0,1982,1
Best Power Technology,19930804,BPTI,86548104,79473,9367874,0,1977,0
Bestop,19920813,BTOP,86582103,77848,3198641,0,1952,0
Beta Phase,19860519,BETA,86592102,10274,2545788,0,1985,0
Beverly Hills Fan,19910531,BHFC,88026109,76891,4430603,0,1983,0
BG Medicine Inc,20110203,BGMD,08861T107,12574,18393607,0,2000,0
BGS SYSTEMS,19830603,BGSS,5544210,16185,3134000,0,1975,0
BHA Group,19861106,BHAG,55446108,10828,2200000,0,1975,0
BIG BEAR INC.,19830804,BGBR,89009104,17930,6438000,0,1976,0
Bigband Networks Inc,20070314,BBND,89750509,91889,57119068,0,1998,0
Bind Therapeutics Inc,20130919,BIND,05548N107,14148,15777322,0,2006,0
Bindview Development,19980724,BVEW,90327107,86244,17841384,0,1990,0
BIO-LOGIC SYSTEMS,19830607,BLSC,9090910,18244,1100000,0,1981,0
Bio-Plexus,19940621,BPLX,09057C106,80612,4077651,1,1987,0
BIO-RESPONSE,19791017,BIOR,9057520,18025,5316913,0,1972,.
BIO-TECHNOLOGY GENERAL,19830929,BTGC,9057810,18033,3657000,0,1980,0
BioAmber Inc,20130509,BIOA.,09072Q205,13977,18412815,1,2008,0
Bioanalytical Systems,19971124,BASI,09058M103,85526,3497601,0,1974,0
Biocept,20140205,BIOC,09072V105,14449,4522358,0,1997,0
BIOCHEM INTERNATIONAL,19791219,BIOC,9058510,18060,1610830,0,1976,.
Biocircuits,19920514,BIOC,09058W101,77600,7221228,0,1989,0
Biocraft Laboratories,19850319,BCL,9058700,67168,8126666,0,1964,0
BioCryst Pharmaceuticals,19940303,BCRX,09058V103,80306,7318927,0,1986,0
Biodel Inc,20070510,BIOD,09064M105,92032,19410836,0,2003,0
Biofield,19960319,BZET,90591108,83242,6432107,0,1987,0
BioForm Medical Inc,20071106,BFRM,09065G107,92431,44596230,0,1999,0
Bioheart Inc,20080219,BHRT,09062F201,92554,14447138,0,1999,0
Biomagnetic Technologies,19890728,BMT,09060N107,75645,5530840,0,1970,0
BioMarin Pharmaceutical Inc,19990723,BMRN,09061G10,87056,36817430,0,1996,0
Biomatrix,19910806,BIOX,09060P102,76776,12630117,0,1981,0
BIOMET INC,19821001,BMET,9061310,18092,1033000,0,1977,0
BIOMETRICS,19791010,,9061610,18105,1000000,0,1978,.
BioMimetic Therapeutics Inc,20060512,BMTI,09064X101,91267,15567370,0,1999,0
Bionx Implants Inc,19970425,BINX,09064Q106,84722,8638122,0,1955,0
Biopore,19890117,BPOR,90650102,75680,10000140,0,1986,0
Biopsys Medical,19960501,BIOP,90651100,83482,9336100,0,1993,0
Biopure Corp,19990730,BPUR,09065H105,87057,22281000,1,1984,0
BioSafety Systems,19930211,BSS,90659103,78934,2902710,0,1982,0
BIOSEARCH MEDICAL,19810724,BMPI,9066010,18121,3070000,0,1975,0
BIOSENSOR CORP.,19831110,BSNR,9066110,18140,1698000,0,1982,0
BioSepra,19940325,BSPR,09066V103,80310,7000000,0,1993,0
Biosite Diagnostics,19970212,BSTE,90945106,84514,12281515,0,1988,0
Biospecifics Technologies,19911114,BSTC,90931106,77208,2253198,0,1957,0
BIOSTIM,19821222,BIOZ,9091310,18279,3026000,0,1979,0
BioSurface Technology,19930127,BSRF,09066J100,78813,8621836,0,1986,0
Biosys,19920309,BIOS,09066N101,77397,7363485,0,1983,0
BIOTIME,19920305,BTIM,09066L105,77393,1652114,0,1990,0
BioTransplant,19960508,BTRN,09066Y107,83487,8127721,0,1990,0
Bird Medical Technologies,19900801,BMTI,90817107,76253,4819773,0,1984,0
Bitstream,19961030,BITS,91736108,84057,5783689,1,1981,0
BIW CABLE SYSTEMS,19810415,BIWC,5547510,16206,2259000,0,1905,0
BJ Services,19900720,BJS,55482103,76240,15250000,0,1900,0
Black Rock Golf,19960719,BLRK,92246107,83735,3000300,0,1994,0
Blackbaud Inc,20040721,BLBK,09227Q100,90276,42535669,0,1982,0
Blackboard Inc,20040617,BBBB,91935502,90220,25993917,0,1997,0
Blackline Inc,20161028,BL,09239B109,16381,49331079,0,2001,0
BlackRock Inc,19991001,BLK,09246X10,87267,63982635,1,1988,0
BladeLogic Inc,20070724,BLOG,09265M102,92194,26655010,0,2001,0
Bliss & Laughlin Industries,19881215,BLIS,93546109,12131,2409759,0,1900,0
Blue Nile Inc,20040519,NILE,09578R103,90187,17902239,0,1999,0
Blue Rhino Corp,19980519,RINO,95811105,86088,26226456,0,1994,0
bluebird bio Inc,20130618,BLUE,09609G100,13947,23701840,0,1992,0
Blueprint Medicines Corp,20150430,BPMC,09627Y109,15284,25831965,0,2008,0
Blyth Industries,19940518,BTH,09643P108,80592,14095706,0,1933,0
BMC Software,19880812,BMCS,55921100,11976,14237500,0,1980,0
Boingo Wireless Inc,20110503,WIFI,09739C102,12798,32528097,0,2001,0
Boise Cascade Co,20130205,BCC,09739D100,13766,43229412,0,1931,0
Bojangles' Inc,20150508,BOJA,97488100,15363,35903836,0,1977,0
Bolder Technologies,19960501,BOLD,97519102,83485,8960573,0,1991,0
Bollinger Industries,19931117,BOLL,97676100,79803,3592551,0,1974,0
BOLT TECHNOLOGY,19810902,BOLT,9769810,18650,3403000,0,1962,0
BOMED MEDICAL LTD.,19830630,BOMD,9775510,18666,2060000,0,1980,0
Bonanza Creek Energy Inc,20111214,BCEI,97793103,13116,39555481,0,2006,0
Boomtown,19921023,BMTN,98588106,78021,5794286,0,1987,0
Borealis Technology,19960621,BRLS,09972C108,83629,2892263,0,1988,0
Borg-Warner Automotive,19930812,BWA,99724106,79545,22313384,0,1880,0
Borg-Warner Security,19930119,BOR,99733107,78851,22112884,0,1928,0
Borland International,19891219,BORL,99843104,75902,12992000,0,1983,0
Boston Acoustics,19861212,BOSA,100534106,10935,1978857,0,1979,0
Boston Biomedica,19961031,BBII,100560101,84056,4289544,0,1978,0
Boston Chicken,19931108,BOST,100578103,79804,17151450,0,1985,0
Boston Communications Group,19960618,BCGI,100582105,83625,12224353,0,1988,0
Boston Scientific,19920518,BSX,101137107,77605,98818850,0,1979,0
Bottomline Technologies Inc,19990212,EPAY,101388106,86717,9111738,0,1989,0
BOWATER INC.,19840517,BOW,10218310,66130,29255000,0,1964,0
Box Inc,20150123,BOX,10316T104,15145,116444702,1,2005,0
Boyd Gaming,19931015,BYD,103304101,79758,56167158,0,1988,0
BR COMMUNICATIONS,19830316,BRHF,5591110,16300,3996000,0,1966,0
Bradley Pharmaceuticals,19911112,BPRX,104576202,77207,2400000,0,1985,0
Brass Eagle Inc,19971126,XTRM,10553F106,85589,9158899,0,1995,0
Breed Technologies,19921112,BDT,106702103,78074,30300000,0,1986,0
Bridgepoint Education Inc,20090414,BPI,10807M105,92902,53139723,0,1999,0
Bridgeport Machines,19941129,BPTM,108228107,81076,5659383,0,1939,0
Brightcove Inc,20120217,BCOV,10921T101,13260,26375037,0,2004,0
Brilliant Digital Ent,19961122,BDE,109502104,84159,6420546,0,1996,0
Brinkmann Instruments,19870318,BRIK,109692103,19335,3680000,0,1941,0
BRIntec,19851022,BRIX,10970100,86052,12000000,0,1920,0
Brio Technology Inc,19980430,BRYO,109704106,86054,13980000,0,1989,0
BroadBand Technologies,19930701,BBTK,111309100,79371,11428471,0,1988,0
Broadcom Corp,19980416,BRCM,111320107,85963,42760076,1,1991,0
BroadSoft Inc,20100616,BSFT,11133B40,93428,24717719,0,1998,0
BroadVision,19960621,BVSN,111412102,83630,22607385,0,1993,0
Broderbund Software,19911125,BROD,112014105,77094,9098092,0,1981,0
Brooks Automation,19950201,BRKS,11434A100,81241,5811728,0,1978,0
Brookstone,19930325,BKST,114537103,78956,7266338,0,1966,0
Brooktree,19910417,BTRE,114577109,76618,13293717,0,1981,0
Brooktrout Technology,19921020,BRKT,114580103,77993,3647031,0,1984,0
Brothers Gourmet Coffees,19931209,BEAN,114822109,79942,10388304,0,1919,0
Bruker AXS Inc,20011214,BAXS,11679P10,89267,38835833,0,1991,0
Bruker Daltonics Inc,20000804,BDAL,116795105,88504,12123000,0,1991,0
Brunswick Technologies Inc,19970205,BTIC,117394106,84589,4547604,0,1984,0
BSD MEDICAL,19801209,BSDM,5566310,16249,2015000,0,1978,0
BSquare Corp,19991019,BSQR,11776U102,87302,32076916,0,1994,0
BT Telecom,19890216,BTEL,56022205,75699,1995000,0,1980,0
BTG,19941216,BTGI,05576J101,81146,5865245,0,1982,0
BTU International,19890207,BTUI,56032105,75447,6690636,0,1950,0
Buca Inc,19990421,BUCA,117769109,86858,10052000,0,1993,0
Buckle,19920506,BKLE,118440106,77584,6700000,0,1948,0
Bucyrus International Inc,20040722,BUCY,118759109,90277,21612077,1,1900,0
Bunge Ltd,20010802,BG,G1696210,89138,83155000,0,1901,0
Burlington Resources,19880707,BR,122014103,75333,154000000,0,1900,0
BURNHAM SERVICE,19830301,BSCO,12232110,19853,2900000,0,1921,0
BURR-BROWN CORPORATION,19830324,BBRC,12257410,19888,4910000,0,1956,0
Bush Boake Allen,19940512,BOA,123162109,80593,18750000,0,1962,0
Bush Industries,19850424,BSH,12316400,67432,2000000,0,1959,0
Business Objects,19940922,BOBJY,12328X107,80921,13651063,0,1989,0
Buy.com Inc,20000207,BUYX,124269101,87591,107041000,0,1997,0
Bytex,19890413,BYTX,124647108,75487,6043623,0,1980,0
C-COR ELECTRONICS,19810226,CCBL,12501010,20125,2999000,0,1953,.
C-Cube Microsystems,19940421,CUBE,125015107,80441,14131953,0,1988,0
C.A. Blockers,19871007,LUNG,124680109,11766,1887500,0,1986,0
C/NET,19960701,CNET,125945105,83744,13253810,0,1995,0
C&J Energy Services Inc,20110728,CJES,12467B304,12894,51886574,0,1997,0
C3,19801216,CEE,12652010,64725,4156000,0,1968,0
C3 Inc,19971114,CTHR,22942P109,85539,6688000,0,1995,0
CABG Medical Inc,20041207,CABG,124676107,90472,15822975,0,1999,0
Cable Design Technologies,19931124,CDTC,126924109,79808,9661379,0,1985,0
"CABLEGUARD, INC.",19830818,CGRD,12691010,20483,4221000,0,1980,0
Cabletron Systems,19890530,CS,126920107,75625,26260250,0,1988,0
Cablevision Systems,19860117,CVC,12686C109,68857,7225000,1,1985,0
Cabot Medical,19860117,CBOT,127095107,10010,6399993,0,1983,0
Cabot Microelectronics Corp,20000404,CCMP,12709P103,88152,23590000,0,1985,0
CacheFlow Inc,19991118,CFLO,126946102,87377,40882000,0,1996,0
CADBURY SCHWEPPES,19840911,CSG,12720930,20539,50484000,0,1897,0
Cadus Pharmaceutical,19960717,KDUS,127639102,83769,11632826,0,1992,0
Caere,19891019,CAER,127646107,75873,4361216,0,1973,0
Caesars Entertainment Corp,20120207,CZR,127686103,13267,125297197,0,1937,0
CaesarStone Sdot-Yam Ltd,20120321,CSTE,M20782104,13321,33366250,0,1987,0
CafePress Inc,20120328,PRSS,12769A103,13329,16978700,0,1999,0
Cal Dive International,20061214,DVR,12802T101,91630,83679691,0,1975,0
Cal Dive International Inc,19970701,CDIS,127914109,85168,14128010,0,1975,0
Caldera Systems Inc,20000321,CALD,128780103,87756,38217344,0,1994,0
Calgene,19860708,CGNE,129598108,10462,7051243,0,1980,0
Calgon Carbon,19870602,CRBN,129603106,11378,9461030,1,1967,0
California Energy,19870312,CECI,130190101,11170,11835320,0,1971,0
California Micro Devices,19861024,CAMD,130439102,10785,3503187,0,1976,0
California Quartz,19930506,CALQ,130557101,79155,2305574,0,1979,0
Caliper Technologies Corp,19991215,CALP,13087610,87478,20304501,0,1995,0
Calithera Biosciences Inc,20141002,CALA,13089P101,14995,17881573,0,2010,0
Calix Inc,20100324,CALX,13100M50,93272,36297532,0,1999,0
Callaway Golf,19920227,ELY,131193104,77366,6969180,0,1982,0
Callidus Software Inc,20031119,CALD,13123E500,89905,22488261,0,1996,0
Callwave Inc,20040929,CALL,13126N101,90355,18905040,0,1998,0
Calpine,19960919,CPN,131347106,83981,18045000,0,1984,0
Calton,19860613,CN,131379109,69235,18000000,0,1981,0
Calypte Biomedical,19960726,CALY,131722100,83736,9704641,0,1989,0
Cambrex,19870922,CBAM,132011107,11707,5166110,0,1981,0
CAMBRIAN SYSTEMS,19831216,CAMS,13213310,20910,2800000,0,1977,0
CAMBRIDGE BIOSCIENCE,19830331,CBCX,13215710,20918,3772000,0,1981,0
Cambridge Display Technology,20041215,OLED,132193103,90485,19500000,0,1992,0
Cambridge Heart,19960802,CAMH,131910101,83849,8488964,0,1990,0
Cambridge Neuroscience,19910606,CNSI,132426107,76692,6903041,0,1985,0
Cambridge Soundworks,19940414,HIFI,132514100,80450,2656580,0,1988,0
Camco International,19931210,CAM,132632100,80074,25000000,0,1993,0
Camtek Ltd,20000728,CAMT,M20791105,88427,21860000,0,1987,0
Canadian National Railway,19951117,CNI,136375102,84181,82259260,0,1918,.
Cancer Genetics,20130405,CGIX,13739U10,14094,5880000,0,1999,0
CancerVax Corp,20031029,CNVX,13738Y107,89863,26675374,0,1998,0
Candela Laser,19860616,CLZR,136907102,10371,1400000,0,1970,0
Cannondale,19941115,BIKE,137798104,81074,6143349,0,1971,0
Canonie Environmental Services,19860904,CANO,138012109,10634,5250000,0,1980,0
